Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Yr Sold,SalePrice,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Functional,Fireplace Qu,Garage Finish,Garage Qual,Garage Cond,Pool QC
3182,7,5,2004,2005,0.0,0.0,0.0,600.0,600.0,600,600,0,1200,0.0,0.0,2,1,2,1,4,0,2004.0,2.0,480.0,0,172,0,0,0,0,0,2010,151000,4,3,4,3,1,1,5,4,7,1,2,3,3,1
1920,5,5,1971,1971,376.0,471.0,0.0,294.0,765.0,765,600,0,1365,1.0,0.0,1,1,2,1,6,0,1971.0,2.0,440.0,240,36,0,0,0,0,0,2007,122500,3,3,3,3,5,1,5,3,6,1,1,3,3,1
10110,6,5,2003,2003,0.0,80.0,555.0,200.0,835.0,835,861,0,1696,1.0,0.0,2,1,3,1,7,0,2003.0,2.0,542.0,143,66,0,0,0,0,0,2008,188000,4,3,4,3,6,5,5,4,7,1,2,3,3,1
10984,7,5,2005,2006,0.0,0.0,0.0,945.0,945.0,945,864,0,1809,0.0,0.0,2,1,3,1,8,0,2005.0,2.0,638.0,144,54,0,0,0,0,0,2006,209700,4,3,4,3,1,1,5,4,7,1,2,3,3,1
14082,8,5,2006,2006,945.0,1558.0,0.0,662.0,2220.0,2234,0,0,2234,1.0,0.0,1,1,1,1,7,1,2006.0,2.0,724.0,390,80,0,0,0,0,0,2007,441929,4,3,5,4,6,1,5,4,7,4,2,3,3,1
8480,6,5,1993,1994,120.0,602.0,0.0,284.0,886.0,886,794,0,1680,0.0,1.0,2,1,3,1,7,0,1993.0,2.0,474.0,144,96,0,0,0,0,0,2008,163000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
12205,6,8,1966,2007,157.0,568.0,0.0,264.0,832.0,976,1111,0,2087,0.0,0.0,2,1,5,1,9,0,1966.0,2.0,444.0,133,168,0,0,0,0,0,2007,187500,3,3,3,2,2,1,4,4,7,1,3,3,3,1
15750,8,5,1999,2000,260.0,1246.0,0.0,216.0,1462.0,1513,0,0,1513,1.0,0.0,2,0,2,1,5,1,1999.0,2.0,521.0,135,34,0,0,0,0,0,2009,220000,4,3,4,3,6,1,5,4,7,3,3,3,3,1
8050,5,6,1967,1993,0.0,474.0,38.0,437.0,949.0,1107,0,0,1107,1.0,0.0,1,0,3,1,5,0,1967.0,1.0,308.0,88,64,0,0,0,0,0,2007,127000,3,3,3,3,5,4,3,4,7,1,2,3,3,1
7200,5,7,1955,2007,0.0,0.0,0.0,0.0,0.0,827,0,0,827,0.0,0.0,1,0,2,1,5,1,1967.0,1.0,392.0,0,0,0,0,0,0,0,2010,107500,3,3,1,1,0,0,5,3,4,1,1,3,3,1
6300,6,6,1914,2001,0.0,0.0,0.0,742.0,742.0,742,742,0,1484,0.0,0.0,2,0,3,1,9,1,1979.0,0.0,0.0,0,291,134,0,0,0,0,2008,128000,3,3,3,3,1,1,5,3,7,4,0,1,1,1
5232,5,5,1925,2004,0.0,0.0,0.0,680.0,680.0,764,0,0,764,0.0,0.0,1,0,2,1,4,0,1965.0,2.0,504.0,0,0,0,0,0,0,0,2008,73000,3,3,2,3,1,1,4,3,7,1,1,3,3,1
11846,9,5,2003,2004,562.0,1567.0,0.0,225.0,1792.0,1792,0,0,1792,1.0,0.0,2,0,2,1,6,1,2003.0,3.0,874.0,206,49,0,0,0,0,0,2006,374000,4,3,5,3,6,1,5,5,7,4,3,3,3,1
16900,8,5,2001,2002,1110.0,1075.0,0.0,404.0,1479.0,1515,1134,0,2649,1.0,0.0,2,1,4,1,10,1,2001.0,3.0,746.0,0,60,0,0,0,0,0,2008,421250,4,3,5,3,6,1,5,4,7,3,3,3,3,1
9636,6,5,1992,1993,0.0,0.0,0.0,808.0,808.0,808,785,0,1593,0.0,0.0,2,1,3,1,7,1,1993.0,2.0,389.0,342,40,0,0,0,0,0,2009,178000,3,3,4,3,1,1,4,3,7,3,2,3,3,1
10012,4,5,1972,1972,0.0,920.0,180.0,38.0,1138.0,1181,0,0,1181,1.0,0.0,2,0,3,1,6,0,1974.0,2.0,588.0,0,0,180,0,0,0,0,2008,137500,3,3,4,3,4,3,3,3,7,1,2,3,3,1
14303,8,5,1994,1994,554.0,1314.0,0.0,672.0,1986.0,1987,0,0,1987,1.0,0.0,2,0,2,1,7,1,1994.0,2.0,691.0,262,36,0,0,0,0,0,2008,301500,4,3,4,3,6,1,5,4,7,3,3,3,3,1
5707,6,6,1935,1950,0.0,0.0,0.0,583.0,583.0,647,595,0,1242,0.0,0.0,1,1,3,1,6,1,1926.0,1.0,180.0,329,96,0,0,0,0,0,2009,105000,3,3,3,3,1,1,4,3,7,4,1,2,3,1
9360,6,7,1968,2004,203.0,760.0,0.0,216.0,976.0,976,0,0,976,1.0,0.0,1,0,2,1,4,1,1968.0,2.0,504.0,94,0,0,0,0,0,0,2006,157500,3,3,3,3,5,1,3,4,7,2,2,3,3,1
5680,5,3,1901,1950,0.0,0.0,0.0,969.0,969.0,969,245,0,1214,0.0,0.0,1,0,2,1,6,0,1920.0,1.0,216.0,0,0,77,0,0,0,0,2007,117000,3,3,3,3,1,1,3,3,7,1,1,3,3,1
7000,5,6,1962,1962,0.0,468.0,0.0,396.0,864.0,864,0,0,864,0.0,1.0,1,0,3,1,5,0,1962.0,1.0,336.0,0,0,0,0,0,0,0,2006,105000,3,3,3,3,4,1,4,3,7,1,1,3,3,1
10480,6,5,1936,1950,0.0,0.0,0.0,1064.0,1064.0,1166,0,473,1639,0.0,0.0,1,0,3,1,6,0,1936.0,1.0,240.0,0,0,0,0,0,0,0,2008,115000,3,3,3,3,1,1,5,3,2,1,1,3,3,1
11578,9,5,2008,2008,302.0,0.0,0.0,1736.0,1736.0,1736,0,0,1736,0.0,0.0,2,0,3,1,7,1,2008.0,3.0,834.0,319,90,0,0,0,0,0,2009,360000,5,3,5,3,1,1,5,5,7,4,2,3,3,1
7018,5,5,1979,1979,0.0,0.0,0.0,0.0,0.0,1535,0,0,1535,0.0,0.0,2,0,4,2,8,0,1979.0,2.0,400.0,0,0,0,0,0,0,0,2009,118858,3,3,1,1,0,0,3,3,7,1,1,3,3,1
9130,6,8,1966,2000,252.0,400.0,64.0,336.0,800.0,800,832,0,1632,0.0,1.0,1,1,4,1,7,0,1966.0,2.0,484.0,0,40,0,0,0,0,0,2008,173000,3,3,3,3,6,3,4,4,7,1,1,3,3,1
10800,3,5,1890,1998,0.0,0.0,0.0,630.0,630.0,725,0,0,725,0.0,0.0,1,1,1,1,4,0,1959.0,1.0,320.0,0,30,0,0,0,0,0,2009,78500,3,3,3,3,1,1,3,3,7,1,1,3,3,1
8244,7,5,2004,2004,0.0,0.0,0.0,840.0,840.0,840,880,0,1720,0.0,0.0,2,1,3,1,7,1,2004.0,2.0,440.0,100,48,0,0,0,0,0,2007,183500,4,3,4,3,1,1,5,4,7,4,3,3,3,1
6000,4,4,1953,1953,0.0,0.0,0.0,936.0,936.0,936,0,0,936,0.0,0.0,1,0,2,1,4,0,1974.0,2.0,576.0,0,32,112,0,0,0,0,2009,93000,2,3,2,3,1,1,3,3,5,1,1,3,3,1
3621,8,5,2003,2003,72.0,1084.0,0.0,322.0,1406.0,1589,0,0,1589,1.0,0.0,2,0,2,1,7,1,2003.0,3.0,630.0,143,20,0,0,0,0,0,2007,226500,4,3,4,3,6,1,5,4,7,3,3,3,3,1
7837,6,7,1993,1994,0.0,0.0,0.0,799.0,799.0,799,772,0,1571,0.0,0.0,2,1,3,1,7,1,1993.0,2.0,380.0,0,40,0,0,0,0,0,2009,178000,4,3,4,3,1,1,4,3,7,3,2,3,3,1
10665,7,5,2003,2003,167.0,1013.0,0.0,440.0,1453.0,1479,0,0,1479,1.0,0.0,2,0,3,1,7,0,2003.0,2.0,558.0,144,29,0,0,0,0,0,2007,226000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
10457,5,7,1969,1969,178.0,496.0,288.0,0.0,784.0,784,848,0,1632,0.0,0.0,1,1,4,1,7,1,1969.0,2.0,898.0,0,173,368,0,0,0,0,2009,173000,4,5,3,3,4,2,5,3,7,3,2,3,3,1
8281,5,5,1965,1965,0.0,553.0,311.0,0.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,1,1965.0,1.0,360.0,0,0,236,0,0,0,0,2009,62383,3,3,3,3,3,4,4,3,7,1,1,3,3,1
14948,9,5,2008,2008,268.0,1330.0,0.0,122.0,1452.0,1476,1237,0,2713,1.0,0.0,2,1,3,1,11,1,2008.0,3.0,858.0,126,66,0,0,0,0,0,2008,446261,5,3,5,3,6,1,5,5,7,4,3,3,3,1
7000,7,8,1926,1997,0.0,424.0,0.0,200.0,624.0,743,736,0,1479,1.0,0.0,1,0,3,1,6,2,1926.0,1.0,312.0,530,0,56,0,0,0,0,2006,160000,3,3,3,3,5,1,5,4,7,4,1,3,3,1
3940,7,5,2004,2004,24.0,1087.0,0.0,306.0,1393.0,1576,0,0,1576,1.0,0.0,2,0,2,1,7,1,2004.0,3.0,668.0,143,20,0,0,0,0,0,2008,219990,4,3,4,3,6,1,5,4,7,3,2,3,3,1
9382,7,5,1999,2000,125.0,0.0,0.0,1468.0,1468.0,1479,0,0,1479,0.0,0.0,2,0,3,1,6,0,1999.0,2.0,577.0,120,25,0,0,0,0,0,2008,191000,4,3,4,3,1,1,5,4,7,1,2,3,3,1
6854,5,7,1925,1994,0.0,317.0,227.0,212.0,756.0,916,144,0,1060,1.0,0.0,1,0,1,1,6,1,1969.0,1.0,308.0,0,65,0,0,150,0,0,2007,136500,3,4,3,3,2,3,3,3,4,4,1,2,3,1
11515,4,5,1958,1994,0.0,0.0,0.0,0.0,0.0,943,0,0,943,0.0,0.0,1,0,3,1,5,0,1958.0,1.0,308.0,0,0,60,0,0,0,0,2007,80000,3,3,1,1,0,0,3,4,5,1,1,3,3,1
13837,7,5,1988,1988,178.0,1002.0,202.0,0.0,1204.0,1377,806,0,2183,0.0,0.0,2,1,4,1,9,0,1988.0,3.0,786.0,0,0,0,0,0,0,0,2006,229000,4,4,4,4,6,2,4,4,7,1,1,3,3,1
9938,7,5,1993,1994,246.0,750.0,0.0,300.0,1050.0,1062,887,0,1949,1.0,0.0,2,1,3,1,8,1,1993.0,2.0,574.0,156,90,0,0,0,0,0,2010,236000,4,3,4,3,6,1,5,4,7,3,3,3,3,1
12633,10,5,2006,2007,242.0,0.0,0.0,1824.0,1824.0,1824,0,0,1824,0.0,0.0,2,0,3,1,8,1,2006.0,3.0,932.0,160,36,0,0,108,0,0,2007,392000,5,3,5,3,1,1,5,5,7,4,3,3,3,1
6876,6,5,1927,1950,0.0,522.0,0.0,198.0,720.0,1146,784,0,1930,1.0,0.0,2,0,4,1,8,0,1927.0,1.0,316.0,0,0,213,0,0,0,0,2009,149000,3,3,3,2,4,1,2,3,7,1,1,3,3,1
3951,10,5,1998,1999,0.0,128.0,842.0,0.0,970.0,1469,924,0,2393,1.0,0.0,2,1,2,1,7,1,1998.0,2.0,846.0,0,90,0,0,94,0,0,2008,345000,5,3,4,3,4,6,5,5,7,3,3,3,3,1
9856,5,8,1900,2005,0.0,0.0,0.0,716.0,716.0,1007,1007,0,2014,0.0,0.0,2,0,5,1,8,0,1900.0,2.0,624.0,0,72,167,0,0,0,0,2006,169000,4,4,2,3,1,1,5,3,7,1,1,3,3,1
17808,4,5,1946,1950,0.0,0.0,0.0,484.0,484.0,1242,0,0,1242,0.0,0.0,1,0,2,1,4,0,1946.0,1.0,336.0,0,0,0,0,0,0,0,2007,109900,3,3,3,3,1,1,3,3,4,1,1,3,3,1
9627,7,5,1993,1994,94.0,758.0,0.0,238.0,996.0,996,1004,0,2000,0.0,0.0,2,1,3,1,9,1,1993.0,3.0,650.0,190,48,0,0,0,0,0,2006,188000,3,3,4,3,2,1,5,3,7,3,3,3,3,1
6000,6,6,1939,1950,0.0,0.0,0.0,780.0,780.0,825,587,0,1412,0.0,0.0,1,0,4,1,6,1,1939.0,1.0,280.0,45,0,0,0,0,0,0,2009,132500,3,2,3,3,1,1,5,3,7,4,1,3,3,1
9757,5,7,1994,1994,0.0,755.0,0.0,235.0,990.0,990,0,0,990,1.0,0.0,1,0,3,1,5,0,1995.0,1.0,440.0,66,0,0,0,92,0,0,2009,143000,3,4,3,3,5,1,5,3,7,1,2,3,3,1
9280,5,6,1951,1951,0.0,557.0,0.0,785.0,1342.0,1342,0,0,1342,1.0,0.0,1,0,4,1,7,0,1951.0,1.0,256.0,0,0,0,0,0,0,0,2007,125000,3,3,2,3,5,1,5,3,7,1,1,3,3,1
14780,9,5,2005,2005,568.0,1505.0,0.0,363.0,1868.0,1868,0,0,1868,1.0,0.0,2,0,2,1,7,1,2005.0,3.0,1085.0,354,56,0,0,156,0,0,2006,415000,5,3,5,3,6,1,5,5,7,4,3,3,3,1
7740,4,7,1910,1950,0.0,0.0,0.0,622.0,622.0,741,622,0,1363,0.0,0.0,1,0,3,1,6,0,1966.0,2.0,528.0,0,0,0,0,168,0,0,2010,125500,3,3,2,3,1,1,4,3,7,1,1,3,3,1
9600,6,6,1958,1988,183.0,620.0,620.0,0.0,1240.0,1632,0,0,1632,1.0,0.0,2,0,3,1,6,1,1958.0,1.0,338.0,289,0,0,0,0,0,0,2009,139000,3,3,3,3,3,2,4,3,6,4,2,3,3,1
13478,10,5,2008,2008,420.0,1338.0,0.0,384.0,1722.0,1728,568,0,2296,1.0,0.0,2,1,3,1,10,1,2008.0,3.0,842.0,382,274,0,0,0,0,0,2009,451950,5,3,5,3,6,1,5,5,7,4,2,3,3,1
10926,5,5,1959,1959,74.0,0.0,0.0,1678.0,1678.0,1678,0,0,1678,0.0,0.0,2,0,6,2,10,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2009,119900,3,3,3,3,1,1,3,3,7,1,0,1,1,1
6853,8,5,2001,2002,136.0,1005.0,0.0,262.0,1267.0,1296,0,0,1296,1.0,0.0,2,0,2,1,6,0,2001.0,2.0,471.0,192,25,0,0,0,0,0,2009,220000,4,3,5,3,6,1,5,4,7,1,3,3,3,1
10667,6,6,1971,1971,302.0,838.0,0.0,749.0,1587.0,1587,0,0,1587,0.0,0.0,2,0,3,1,7,1,1971.0,2.0,525.0,0,44,0,0,0,0,0,2007,167300,3,3,3,3,4,1,3,3,7,4,1,3,3,1
8212,5,6,1941,1950,0.0,626.0,0.0,94.0,720.0,854,444,0,1298,0.0,0.0,1,0,3,1,6,2,1940.0,1.0,256.0,84,0,0,0,0,0,0,2009,122000,3,3,3,3,3,1,5,3,7,4,1,3,3,1
9100,5,5,1963,1963,336.0,1332.0,0.0,396.0,1728.0,1728,0,0,1728,1.0,0.0,2,0,6,2,10,0,1963.0,2.0,504.0,0,0,0,0,0,0,0,2006,125000,3,3,3,3,3,1,3,3,7,1,1,3,3,1
6000,5,6,1957,1957,0.0,308.0,0.0,620.0,928.0,928,0,0,928,0.0,0.0,1,0,3,1,5,0,1957.0,1.0,288.0,0,0,0,0,0,0,0,2008,112500,3,3,3,3,3,1,4,3,7,1,3,3,3,1
9316,7,5,2005,2006,0.0,0.0,0.0,879.0,879.0,879,916,0,1795,0.0,0.0,2,1,3,1,7,0,2005.0,2.0,578.0,164,111,0,0,0,0,0,2007,191000,4,3,4,3,1,1,5,4,7,1,2,3,3,1
9464,6,7,1958,1958,135.0,570.0,0.0,510.0,1080.0,1080,0,0,1080,0.0,0.0,1,0,3,1,5,0,1958.0,1.0,288.0,0,0,0,0,130,0,0,2008,136000,3,4,3,3,4,1,4,3,7,1,1,3,3,1
10400,7,5,1998,1998,0.0,0.0,0.0,866.0,866.0,866,913,0,1779,0.0,0.0,2,1,3,1,6,0,1998.0,2.0,546.0,198,36,0,0,0,0,0,2009,197900,3,3,4,3,1,1,5,4,7,1,2,3,3,1
5310,6,8,1910,2003,0.0,0.0,0.0,485.0,485.0,1001,634,0,1635,0.0,0.0,1,0,2,1,5,0,1950.0,1.0,255.0,394,0,0,0,0,0,0,2006,117000,3,4,3,2,1,1,4,4,7,1,1,2,3,1
7406,7,5,2006,2006,84.0,684.0,0.0,515.0,1199.0,1220,0,0,1220,1.0,0.0,2,0,2,1,6,0,2006.0,2.0,632.0,105,54,0,0,0,0,0,2006,194000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
4538,9,5,2001,2001,179.0,1004.0,0.0,306.0,1310.0,1310,0,0,1310,1.0,0.0,1,1,1,1,5,1,2001.0,2.0,545.0,277,45,0,0,0,0,0,2008,285000,4,3,5,3,6,1,5,4,7,3,2,3,3,1
10106,5,7,1940,1999,0.0,351.0,181.0,112.0,644.0,808,547,0,1355,1.0,0.0,2,0,4,2,6,0,1979.0,0.0,0.0,140,0,0,0,0,0,0,2008,127500,3,4,3,3,5,3,4,3,7,1,0,1,1,1
13346,7,5,1992,2000,0.0,728.0,0.0,367.0,1095.0,1166,1129,0,2295,1.0,0.0,2,1,4,1,9,1,1992.0,2.0,590.0,0,40,0,0,0,0,0,2006,268000,4,3,4,3,6,1,5,4,7,3,2,3,3,1
9639,4,8,1900,1950,0.0,0.0,0.0,1075.0,1075.0,1156,642,0,1798,0.0,0.0,2,1,4,1,7,0,1935.0,2.0,342.0,0,0,160,0,0,0,0,2007,137000,3,3,3,3,1,1,5,3,7,1,1,3,3,1
15387,7,7,1967,1967,0.0,603.0,294.0,723.0,1620.0,1620,0,0,1620,0.0,0.0,2,0,4,1,8,1,1967.0,2.0,578.0,0,62,192,0,0,0,450,2008,215000,3,3,3,3,5,4,5,4,7,4,1,3,3,1
10050,5,5,1955,1955,0.0,288.0,0.0,928.0,1216.0,1216,0,0,1216,1.0,0.0,1,0,3,1,5,0,1955.0,1.0,336.0,0,0,0,0,0,0,0,2007,129500,3,3,3,3,3,1,3,3,7,1,2,3,3,1
6240,5,4,1936,1950,0.0,0.0,0.0,896.0,896.0,896,448,0,1344,0.0,0.0,1,0,3,1,7,0,1936.0,1.0,240.0,200,114,0,0,0,0,0,2006,115000,3,3,4,3,1,1,4,3,7,1,1,2,3,1
7506,5,8,1925,1950,0.0,0.0,0.0,747.0,747.0,747,412,0,1159,0.0,0.0,1,0,3,1,5,0,1932.0,1.0,288.0,84,0,96,0,0,0,0,2008,114000,3,4,3,3,1,1,3,3,7,1,1,2,3,1
8900,4,4,1966,1966,0.0,1056.0,0.0,0.0,1056.0,1056,0,0,1056,1.0,0.0,1,0,2,1,5,0,1966.0,1.0,384.0,0,42,0,0,0,0,0,2006,107000,3,3,3,3,3,1,3,3,7,1,1,3,3,1
8480,5,5,1947,1950,0.0,442.0,0.0,390.0,832.0,832,384,0,1216,0.0,0.0,1,0,2,1,6,0,1947.0,1.0,336.0,158,0,102,0,0,0,0,2008,118500,3,3,3,3,3,1,3,3,7,1,1,3,3,1
6000,6,7,1929,1950,0.0,0.0,0.0,862.0,862.0,950,208,0,1158,0.0,0.0,1,0,3,1,5,1,1929.0,1.0,208.0,0,0,112,0,0,0,0,2008,120000,3,3,3,3,1,1,3,3,7,4,2,3,3,1
8847,8,5,2005,2005,148.0,769.0,0.0,769.0,1538.0,1538,0,0,1538,1.0,0.0,2,0,3,1,7,0,2005.0,2.0,484.0,146,40,0,0,0,0,0,2007,260000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
8050,5,5,1959,1959,150.0,856.0,162.0,125.0,1143.0,1143,0,0,1143,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,308.0,0,0,0,0,0,0,0,2010,136000,3,3,3,3,4,3,3,3,7,1,2,3,3,1
8294,4,5,1971,1971,0.0,0.0,0.0,858.0,858.0,872,0,0,872,0.0,0.0,1,0,3,1,5,0,1974.0,4.0,480.0,0,0,0,0,0,0,0,2007,123000,3,3,3,3,1,1,3,3,7,1,1,3,3,1
7920,6,7,1920,1950,0.0,0.0,0.0,319.0,319.0,1035,371,0,1406,0.0,0.0,1,0,3,1,6,0,1979.0,0.0,0.0,0,144,0,0,0,0,0,2008,89500,3,2,3,3,1,1,3,2,7,1,0,1,1,1
18494,6,5,2005,2005,0.0,0.0,0.0,1324.0,1324.0,1324,0,0,1324,0.0,0.0,2,0,3,1,6,0,2005.0,2.0,430.0,36,23,0,0,0,0,0,2010,199500,4,3,4,3,1,1,5,4,7,1,3,3,3,1
7162,5,7,1966,1966,41.0,0.0,0.0,876.0,876.0,904,0,0,904,0.0,0.0,1,0,3,1,6,0,1966.0,1.0,408.0,0,0,0,0,0,0,0,2008,109900,3,3,3,3,1,1,3,3,7,1,1,3,3,1
10918,7,9,1926,2004,0.0,0.0,0.0,1276.0,1276.0,1276,804,0,2080,0.0,0.0,1,1,3,1,9,2,1926.0,1.0,282.0,0,0,0,0,145,0,0,2009,234000,4,3,4,3,1,1,5,4,7,4,1,3,3,1
4435,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,140,0,0,0,0,0,0,2006,155900,4,3,4,3,6,1,5,4,7,4,2,3,3,1
11250,4,5,1957,1989,0.0,0.0,0.0,1104.0,1104.0,1104,684,0,1788,1.0,0.0,1,0,5,1,8,2,1957.0,1.0,304.0,120,0,0,0,0,0,0,2009,161500,3,3,3,3,1,1,5,3,5,3,1,3,3,1
14375,6,6,1958,1958,541.0,111.0,354.0,354.0,819.0,1344,0,0,1344,0.0,1.0,1,0,3,1,7,1,1958.0,2.0,525.0,0,118,0,0,233,0,0,2009,137500,3,3,3,3,6,3,4,4,7,4,2,3,3,1
9045,5,3,1910,1950,0.0,0.0,0.0,840.0,840.0,1128,1128,0,2256,0.0,0.0,2,0,4,2,12,0,1979.0,0.0,0.0,0,18,18,0,0,0,0,2010,76500,3,2,3,3,1,1,2,2,7,1,0,1,1,1
10029,6,5,1988,1989,268.0,831.0,0.0,320.0,1151.0,1164,896,0,2060,0.0,1.0,2,1,4,1,8,1,1988.0,2.0,521.0,0,228,0,0,192,0,0,2007,211000,4,3,4,3,6,1,3,3,7,3,1,3,3,1
4060,6,5,1998,1999,0.0,266.0,0.0,1139.0,1405.0,1337,0,0,1337,1.0,0.0,2,0,2,1,5,0,1998.0,2.0,511.0,144,68,0,0,0,0,0,2008,181000,4,3,4,3,6,1,5,4,7,1,3,3,3,1
9020,6,7,1966,1966,183.0,312.0,539.0,276.0,1127.0,1165,0,0,1165,1.0,0.0,1,1,3,1,6,0,1966.0,2.0,490.0,0,129,0,0,0,0,0,2008,174900,3,3,3,3,3,5,3,3,7,1,2,4,4,1
11777,5,6,1966,1966,97.0,328.0,551.0,285.0,1164.0,1320,0,0,1320,1.0,0.0,1,0,3,1,6,2,1966.0,2.0,564.0,160,68,240,0,0,0,0,2006,164500,3,3,3,3,2,5,5,3,7,2,2,3,3,1
10171,7,5,2004,2004,168.0,2.0,0.0,1515.0,1517.0,1535,0,0,1535,0.0,0.0,2,0,3,1,7,0,2004.0,2.0,532.0,0,0,0,0,0,0,0,2010,214000,4,3,4,3,6,1,5,4,7,1,2,3,3,1
10400,7,6,1980,1988,280.0,0.0,0.0,738.0,738.0,1277,767,0,2044,0.0,0.0,2,1,3,1,7,1,1980.0,2.0,489.0,28,73,0,0,0,0,0,2008,185000,3,3,4,3,1,1,3,3,6,3,1,3,3,1
6240,4,7,1929,1950,0.0,80.0,0.0,624.0,704.0,624,512,0,1136,0.0,1.0,1,0,2,1,6,0,1990.0,1.0,336.0,0,365,80,0,0,0,0,2008,123000,3,3,3,3,4,1,5,3,7,1,1,3,3,1
12150,6,6,1979,1979,0.0,1001.0,0.0,0.0,1001.0,1299,0,0,1299,1.0,0.0,2,0,2,1,5,1,1979.0,2.0,486.0,84,0,222,0,0,0,0,2007,183500,3,3,4,3,6,1,3,4,7,1,2,3,3,1
2645,8,5,1999,2000,456.0,0.0,0.0,776.0,776.0,764,677,0,1441,0.0,0.0,2,1,2,1,5,0,1999.0,2.0,492.0,206,0,0,0,0,0,0,2007,174000,4,3,4,3,1,1,5,4,7,1,1,3,3,1
22692,5,5,1953,1953,0.0,587.0,0.0,486.0,1073.0,1630,0,0,1630,0.0,0.0,2,0,3,1,6,1,1953.0,2.0,649.0,0,64,0,0,0,0,0,2007,130000,3,3,3,3,3,1,3,3,4,3,1,3,3,1
9600,7,7,1925,1990,0.0,16.0,0.0,712.0,728.0,832,809,0,1641,0.0,1.0,1,1,3,1,6,1,1925.0,2.0,546.0,0,0,234,0,0,0,0,2006,178000,3,3,3,4,2,1,5,5,7,4,1,2,3,1
13830,5,5,1997,1998,0.0,791.0,0.0,137.0,928.0,928,701,0,1629,0.0,0.0,2,1,3,1,6,1,1997.0,2.0,482.0,212,34,0,0,0,0,0,2010,189900,3,3,4,3,6,1,4,3,7,3,3,3,3,1
4435,6,5,2003,2004,170.0,685.0,0.0,163.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,4,0,2003.0,2.0,420.0,140,0,0,0,0,0,0,2009,144000,4,3,4,3,6,1,5,4,7,1,3,3,3,1
5890,6,8,1930,2007,0.0,538.0,0.0,278.0,816.0,816,0,0,816,0.0,0.0,1,0,2,1,5,0,2002.0,1.0,432.0,0,0,96,0,0,0,0,2008,120500,4,4,3,3,5,1,5,3,7,1,1,3,3,1
10859,5,5,1994,1995,0.0,0.0,0.0,1097.0,1097.0,1097,0,0,1097,0.0,0.0,1,1,3,1,6,0,1995.0,2.0,672.0,392,64,0,0,0,0,0,2009,145000,3,3,4,3,1,1,5,3,7,1,1,3,3,1
5330,8,5,2000,2000,0.0,1196.0,0.0,298.0,1494.0,1652,0,0,1652,1.0,0.0,2,0,2,1,6,0,2000.0,2.0,499.0,96,48,0,0,0,0,0,2007,251000,4,3,4,3,6,1,5,5,7,1,2,3,3,1
10778,4,5,1968,1968,0.0,0.0,0.0,1768.0,1768.0,1768,0,0,1768,0.0,0.0,2,0,4,2,8,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2010,136500,3,3,3,3,1,1,3,3,7,1,0,1,1,1
6845,4,5,1955,1955,58.0,0.0,0.0,0.0,0.0,1152,0,0,1152,0.0,0.0,2,0,2,2,6,0,1979.0,0.0,0.0,0,0,0,0,0,0,0,2008,82500,3,3,1,1,0,0,3,3,7,1,0,1,1,1
21780,2,4,1910,1950,0.0,0.0,0.0,0.0,0.0,810,0,0,810,0.0,0.0,1,0,1,1,4,0,1975.0,1.0,280.0,119,24,0,0,0,0,0,2009,57625,2,2,1,1,0,0,3,3,6,1,1,3,3,1
10307,7,5,2007,2008,176.0,876.0,0.0,474.0,1350.0,1358,0,0,1358,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,484.0,192,26,0,0,0,0,0,2009,212500,4,3,4,3,6,1,5,4,7,4,2,3,3,1
4500,6,5,1998,1998,116.0,897.0,0.0,319.0,1216.0,1216,0,0,1216,1.0,0.0,2,0,2,1,5,0,1998.0,2.0,402.0,0,125,0,0,0,0,0,2006,164000,3,3,5,3,6,1,5,3,7,1,1,3,3,1
9060,6,5,1957,1957,327.0,0.0,0.0,967.0,967.0,967,671,0,1638,0.0,0.0,2,0,4,1,6,0,1957.0,1.0,384.0,0,21,0,0,0,0,0,2006,139000,3,3,3,3,1,1,4,4,7,1,1,3,3,1
